prediction_time,image,image_id,image_width,image_height,image_size_kb,class,class_id,confidence_percent,x1,y1,x2,y2,bbox_width,bbox_height,bbox_area,bbox_perimeter,bbox_area_normalized,damage_center_x,damage_center_y,aspect_ratio,damage_shape,severity_score,severity_label
2025-11-04 23:05:16,ContainerDamage_1147.jpg,ContainerDamage_1147,640,640,78.57,DENT,1,43.43,453.8,403.28,558.31,571.99,104.51,168.71,17630.81,546.42,0.043,506.06,487.64,0.619,tall,7657.55,Low
2025-11-04 23:05:16,ContainerDamage_1148.jpg,ContainerDamage_1148,640,640,146.29,DENT,1,33.61,51.82,179.0,513.85,398.26,462.03,219.26,101303.78,1362.58,0.2473,282.83,288.63,2.107,wide,34046.54,High
2025-11-04 23:05:16,ContainerDamage_1148.jpg,ContainerDamage_1148,640,640,146.29,DENT,1,27.73,35.73,234.77,476.09,398.32,440.37,163.55,72021.71,1207.83,0.1758,255.91,316.55,2.693,wide,19971.58,High
2025-11-04 23:05:16,ContainerDamage_1148.jpg,ContainerDamage_1148,640,640,146.29,DENT,1,25.28,152.41,168.64,502.68,369.26,350.28,200.62,70273.58,1101.8,0.1716,327.54,268.95,1.746,wide,17766.63,High
2025-11-04 23:05:16,ContainerDamage_1151.jpg,ContainerDamage_1151,640,640,88.94,DENT,1,54.55,464.77,0.0,630.79,132.32,166.03,132.32,21968.15,596.69,0.0536,547.78,66.16,1.255,wide,11984.72,High
2025-11-04 23:05:16,ContainerDamage_1156.jpg,ContainerDamage_1156,640,640,121.18,DENT,1,44.32,300.46,0.0,479.78,129.25,179.32,129.25,23177.12,617.14,0.0566,390.12,64.62,1.387,wide,10272.67,High
2025-11-04 23:05:16,ContainerDamage_1172.jpg,ContainerDamage_1172,640,640,24.0,DENT,1,39.3,189.18,77.04,629.78,457.69,440.59,380.65,167711.96,1642.49,0.4095,409.48,267.37,1.157,wide,65906.09,High
2025-11-04 23:05:16,ContainerDamage_1172.jpg,ContainerDamage_1172,640,640,24.0,DENT,1,29.22,276.73,90.99,640.0,257.9,363.27,166.91,60635.93,1060.38,0.148,458.36,174.44,2.176,wide,17719.26,High
2025-11-04 23:05:16,ContainerDamage_1175.jpg,ContainerDamage_1175,640,640,30.68,DENT,1,25.3,6.95,121.53,485.99,318.52,479.04,196.99,94366.32,1352.06,0.2304,246.47,220.02,2.432,wide,23875.5,High
2025-11-04 23:05:16,ContainerDamage_1177.jpg,ContainerDamage_1177,640,640,166.95,DENT,1,62.99,34.65,44.78,257.64,473.2,222.99,428.42,95534.44,1302.83,0.2332,146.15,258.99,0.52,tall,60176.98,High
2025-11-04 23:05:16,ContainerDamage_1177.jpg,ContainerDamage_1177,640,640,166.95,DENT,1,33.03,69.1,70.84,231.63,435.36,162.53,364.52,59245.0,1054.1,0.1446,150.36,253.1,0.446,tall,19570.35,High
2025-11-04 23:05:16,ContainerDamage_1178.jpg,ContainerDamage_1178,640,640,113.58,DENT,1,42.69,251.7,39.25,574.71,640.0,323.01,600.75,194045.47,1847.51,0.4737,413.21,339.63,0.538,tall,82846.46,High
2025-11-04 23:05:16,ContainerDamage_1221.jpg,ContainerDamage_1221,640,640,12.47,DENT,1,50.65,99.96,223.77,436.54,456.37,336.58,232.61,78289.56,1138.36,0.1911,268.25,340.07,1.447,wide,39652.98,High
2025-11-04 23:05:16,ContainerDamage_1221.jpg,ContainerDamage_1221,640,640,12.47,DENT,1,47.46,151.57,238.41,394.69,446.12,243.12,207.7,50496.17,901.64,0.1233,273.13,342.26,1.17,wide,23965.2,High
2025-11-04 23:05:16,ContainerDamage_1264.jpg,ContainerDamage_1264,640,640,156.43,DAMAGE - RUST,2,92.83,200.33,437.45,254.52,511.71,54.19,74.26,4024.06,256.9,0.0098,227.42,474.58,0.73,tall,3735.6,Low
2025-11-04 23:05:16,ContainerDamage_1264.jpg,ContainerDamage_1264,640,640,156.43,DAMAGE - RUST,2,91.42,380.31,375.42,442.91,424.17,62.6,48.75,3051.58,222.69,0.0075,411.61,399.79,1.284,wide,2789.67,Low
2025-11-04 23:05:16,ContainerDamage_1264.jpg,ContainerDamage_1264,640,640,156.43,DAMAGE - RUST,2,54.61,516.96,212.49,534.61,255.62,17.64,43.13,760.92,121.54,0.0019,525.79,234.05,0.409,tall,415.56,Low
2025-11-04 23:05:16,ContainerDamage_1264.jpg,ContainerDamage_1264,640,640,156.43,DAMAGE - RUST,2,51.74,512.48,210.31,537.34,260.08,24.86,49.78,1237.63,149.28,0.003,524.91,235.2,0.5,tall,640.33,Low
2025-11-04 23:05:16,ContainerDamage_1264.jpg,ContainerDamage_1264,640,640,156.43,DAMAGE - RUST,2,48.74,208.04,451.14,252.98,509.64,44.93,58.5,2628.56,206.86,0.0064,230.51,480.39,0.768,tall,1281.2,Low
2025-11-04 23:05:16,ContainerDamage_1264.jpg,ContainerDamage_1264,640,640,156.43,DAMAGE - RUST,2,46.62,389.06,186.8,431.75,219.12,42.69,32.32,1379.84,150.02,0.0034,410.41,202.96,1.321,wide,643.24,Low
2025-11-04 23:05:16,ContainerDamage_1264.jpg,ContainerDamage_1264,640,640,156.43,DAMAGE - RUST,2,44.97,164.13,364.01,183.3,407.82,19.17,43.81,840.04,125.97,0.0021,173.72,385.92,0.438,tall,377.75,Low
2025-11-04 23:05:16,ContainerDamage_1264.jpg,ContainerDamage_1264,640,640,156.43,DAMAGE - RUST,2,41.96,160.11,361.48,185.34,411.72,25.23,50.24,1267.36,150.93,0.0031,172.73,386.6,0.502,tall,531.75,Low
2025-11-04 23:05:16,ContainerDamage_1264.jpg,ContainerDamage_1264,640,640,156.43,DAMAGE - RUST,2,37.42,373.52,367.74,446.46,436.42,72.94,68.68,5009.38,283.24,0.0122,409.99,402.08,1.062,wide,1874.43,Low
2025-11-04 23:05:16,ContainerDamage_1264.jpg,ContainerDamage_1264,640,640,156.43,DAMAGE - RUST,2,33.26,381.99,180.04,432.22,225.3,50.23,45.27,2273.82,191.0,0.0056,407.1,202.67,1.11,wide,756.3,Low
2025-11-04 23:05:16,ContainerDamage_1264.jpg,ContainerDamage_1264,640,640,156.43,DAMAGE - RUST,2,32.68,344.98,241.05,430.15,313.98,85.17,72.93,6211.05,316.19,0.0152,387.56,277.51,1.168,wide,2030.04,Low
2025-11-04 23:05:16,ContainerDamage_1264.jpg,ContainerDamage_1264,640,640,156.43,DAMAGE - RUST,2,31.79,188.22,430.12,259.34,511.33,71.12,81.21,5775.62,304.66,0.0141,223.78,470.72,0.876,tall,1836.33,Low
2025-11-04 23:05:16,ContainerDamage_1264.jpg,ContainerDamage_1264,640,640,156.43,DAMAGE - RUST,2,30.58,349.8,246.57,417.45,293.21,67.65,46.64,3155.03,228.58,0.0077,383.62,269.89,1.451,wide,964.66,Low
2025-11-04 23:05:16,ContainerDamage_1294.jpg,ContainerDamage_1294,640,640,93.03,DENT,1,36.4,33.04,26.25,535.84,573.84,502.8,547.6,275333.16,2100.8,0.6722,284.44,300.05,0.918,tall,100228.1,High
2025-11-04 23:05:16,ContainerDamage_1311.jpg,ContainerDamage_1311,640,640,148.33,DAMAGE - DEFRAME,0,53.72,308.03,80.1,442.76,437.86,134.73,357.76,48199.43,984.97,0.1177,375.4,258.98,0.377,tall,25893.69,High
2025-11-04 23:05:16,ContainerDamage_1311.jpg,ContainerDamage_1311,640,640,148.33,DAMAGE - DEFRAME,0,45.19,328.67,100.41,430.76,423.6,102.09,323.18,32994.22,850.55,0.0806,379.71,262.01,0.316,tall,14909.91,High
2025-11-04 23:05:16,ContainerDamage_1311.jpg,ContainerDamage_1311,640,640,148.33,DAMAGE - DEFRAME,0,28.13,338.4,49.77,419.32,435.55,80.92,385.77,31217.24,933.39,0.0762,378.86,242.66,0.21,tall,8780.5,High
2025-11-04 23:05:16,ContainerDamage_1325.jpg,ContainerDamage_1325,640,640,179.6,DENT,1,32.09,25.63,516.11,279.85,636.41,254.22,120.3,30583.78,749.05,0.0747,152.74,576.26,2.113,wide,9814.72,High
2025-11-04 23:05:16,ContainerDamage_1329.jpg,ContainerDamage_1329,640,640,44.05,DENT,1,25.12,0.22,278.26,126.9,616.18,126.69,337.92,42809.38,929.21,0.1045,63.56,447.22,0.375,tall,10755.55,High
2025-11-04 23:05:16,ContainerDamage_1337.jpg,ContainerDamage_1337,640,640,53.6,DENT,1,43.71,397.7,0.83,479.2,262.98,81.5,262.15,21365.1,687.29,0.0522,438.45,131.91,0.311,tall,9338.87,High
2025-11-04 23:05:16,ContainerDamage_1337.jpg,ContainerDamage_1337,640,640,53.6,DENT,1,38.22,502.86,69.88,608.16,283.24,105.31,213.36,22468.13,637.33,0.0549,555.51,176.56,0.494,tall,8588.3,High
2025-11-04 23:05:16,ContainerDamage_1337.jpg,ContainerDamage_1337,640,640,53.6,DENT,1,31.24,500.76,4.59,620.95,283.27,120.19,278.68,33494.07,797.74,0.0818,560.86,143.93,0.431,tall,10464.14,High
2025-11-04 23:05:16,ContainerDamage_1345.jpg,ContainerDamage_1345,640,640,34.26,DENT,1,42.43,307.95,370.35,527.01,624.22,219.06,253.87,55614.0,945.87,0.1358,417.48,497.28,0.863,tall,23599.04,High
2025-11-04 23:05:16,ContainerDamage_1349.jpg,ContainerDamage_1349,640,640,118.22,DENT,1,31.13,411.8,0.47,637.7,225.52,225.9,225.04,50837.01,901.88,0.1241,524.75,113.0,1.004,wide,15823.12,High
2025-11-04 23:05:16,ContainerDamage_1349.jpg,ContainerDamage_1349,640,640,118.22,DENT,1,25.68,453.24,2.15,618.2,216.34,164.96,214.2,35333.67,758.31,0.0863,535.72,109.25,0.77,tall,9073.53,High
2025-11-04 23:05:16,ContainerDamage_1352.jpg,ContainerDamage_1352,640,640,127.98,DENT,1,33.06,37.96,103.3,331.34,345.93,293.38,242.62,71181.66,1072.01,0.1738,184.65,224.62,1.209,wide,23529.34,High
2025-11-04 23:05:16,ContainerDamage_1360.jpg,ContainerDamage_1360,640,640,155.84,DENT,1,26.85,22.23,37.38,440.72,359.27,418.5,321.89,134711.24,1480.78,0.3289,231.48,198.32,1.3,wide,36165.25,High
2025-11-04 23:05:16,ContainerDamage_137.jpg,ContainerDamage_137,640,640,70.37,DAMAGE - DEFRAME,0,75.85,387.72,215.51,436.59,577.5,48.87,361.99,17689.47,821.71,0.0432,412.15,396.5,0.135,tall,13418.18,Low
2025-11-04 23:05:16,ContainerDamage_137.jpg,ContainerDamage_137,640,640,70.37,DAMAGE - DEFRAME,0,36.39,380.47,217.09,448.25,552.81,67.78,335.72,22753.95,807.0,0.0556,414.36,384.95,0.202,tall,8281.25,High
2025-11-04 23:05:16,ContainerDamage_1380.jpg,ContainerDamage_1380,640,640,54.34,DENT,1,31.62,445.14,513.8,600.88,640.0,155.74,126.2,19653.75,563.87,0.048,523.01,576.9,1.234,wide,6214.59,Low
2025-11-04 23:05:16,ContainerDamage_1380.jpg,ContainerDamage_1380,640,640,54.34,DENT,1,27.79,342.67,304.78,488.12,535.64,145.45,230.86,33579.87,752.63,0.082,415.39,420.21,0.63,tall,9332.67,High
2025-11-04 23:05:16,ContainerDamage_1380.jpg,ContainerDamage_1380,640,640,54.34,DENT,1,25.03,195.0,530.71,310.12,630.62,115.12,99.92,11501.89,430.06,0.0281,252.56,580.67,1.152,wide,2879.09,Low
2025-11-04 23:05:16,ContainerDamage_1391.jpg,ContainerDamage_1391,640,640,24.38,DENT,1,59.35,257.51,161.5,640.0,307.5,382.49,146.01,55847.11,1057.0,0.1363,448.75,234.5,2.62,wide,33145.29,High
2025-11-04 23:05:16,ContainerDamage_1409.jpg,ContainerDamage_1409,640,640,82.42,DENT,1,47.86,177.92,75.88,302.62,190.92,124.7,115.03,14344.36,479.46,0.035,240.27,133.4,1.084,wide,6865.5,Low
2025-11-04 23:05:16,ContainerDamage_1409.jpg,ContainerDamage_1409,640,640,82.42,DENT,1,36.67,168.18,53.13,313.84,202.33,145.66,149.2,21732.97,589.73,0.0531,241.01,127.73,0.976,tall,7970.17,High
2025-11-04 23:05:16,ContainerDamage_1444.jpg,ContainerDamage_1444,640,640,21.12,DENT,1,50.97,418.15,277.22,640.0,399.24,221.85,122.02,27069.38,687.73,0.0661,529.08,338.23,1.818,wide,13797.74,High
2025-11-04 23:05:16,ContainerDamage_1445.jpg,ContainerDamage_1445,640,640,155.73,DENT,1,33.68,268.5,380.61,459.36,616.65,190.86,236.05,45052.09,853.82,0.11,363.93,498.63,0.809,tall,15173.67,High
2025-11-04 23:05:16,ContainerDamage_1459.jpg,ContainerDamage_1459,640,640,105.5,DENT,1,30.41,129.46,18.92,421.42,170.44,291.96,151.52,44236.06,886.95,0.108,275.44,94.68,1.927,wide,13452.03,High
2025-11-04 23:05:16,ContainerDamage_1459.jpg,ContainerDamage_1459,640,640,105.5,DENT,1,28.19,385.73,442.09,524.66,558.96,138.93,116.87,16236.06,511.59,0.0396,455.19,500.53,1.189,wide,4576.18,Low
2025-11-04 23:05:16,ContainerDamage_1466.jpg,ContainerDamage_1466,640,640,20.57,DENT,1,42.08,213.37,60.36,504.25,158.24,290.88,97.88,28470.9,777.52,0.0695,358.81,109.3,2.972,wide,11981.15,High
2025-11-04 23:05:16,ContainerDamage_1468.jpg,ContainerDamage_1468,640,640,169.06,DENT,1,28.2,124.12,320.28,404.3,595.61,280.17,275.33,77141.14,1111.01,0.1883,264.21,457.95,1.018,wide,21752.76,High
2025-11-04 23:05:16,ContainerDamage_151.jpg,ContainerDamage_151,640,640,170.25,DAMAGE - DEFRAME,0,35.31,260.59,261.54,526.26,582.7,265.67,321.15,85320.93,1173.65,0.2083,393.43,422.12,0.827,tall,30127.98,High
2025-11-04 23:05:16,ContainerDamage_1519.jpg,ContainerDamage_1519,640,640,45.92,DAMAGE - DEFRAME,0,41.31,453.88,1.42,639.47,483.32,185.59,481.91,89438.6,1335.0,0.2184,546.68,242.37,0.385,tall,36950.79,High
2025-11-04 23:05:16,ContainerDamage_1519.jpg,ContainerDamage_1519,640,640,45.92,DAMAGE - DEFRAME,0,30.98,387.93,1.3,640.0,536.93,252.07,535.64,135019.29,1575.42,0.3296,513.96,269.11,0.471,tall,41825.63,High
2025-11-04 23:05:16,ContainerDamage_1523.jpg,ContainerDamage_1523,640,640,32.26,DAMAGE - DEFRAME,0,96.51,0.0,232.57,479.45,634.4,479.45,401.83,192654.98,1762.55,0.4703,239.72,433.49,1.193,wide,185930.43,High
2025-11-04 23:05:16,ContainerDamage_1523.jpg,ContainerDamage_1523,640,640,32.26,DAMAGE - DEFRAME,0,39.83,0.0,246.88,332.36,600.61,332.36,353.73,117568.47,1372.2,0.287,166.18,423.75,0.94,tall,46824.24,High
2025-11-04 23:05:16,ContainerDamage_1523.jpg,ContainerDamage_1523,640,640,32.26,DAMAGE - DEFRAME,0,36.35,0.69,258.67,238.29,632.87,237.6,374.21,88911.77,1223.61,0.2171,119.49,445.77,0.635,tall,32320.89,High
2025-11-04 23:05:16,ContainerDamage_1537.jpg,ContainerDamage_1537,640,640,42.37,DAMAGE - HOLE,3,87.92,190.69,333.14,289.69,450.44,99.0,117.3,11612.42,432.59,0.0284,240.19,391.79,0.844,tall,10209.22,Low
2025-11-04 23:05:16,ContainerDamage_1540.jpg,ContainerDamage_1540,640,640,43.9,DAMAGE - HOLE,3,88.26,372.84,370.83,460.47,432.96,87.63,62.14,5444.72,299.52,0.0133,416.65,401.9,1.41,wide,4805.6,Low
2025-11-04 23:05:16,ContainerDamage_1540.jpg,ContainerDamage_1540,640,640,43.9,DAMAGE - HOLE,3,55.48,513.79,369.58,582.77,434.09,68.98,64.51,4449.68,266.97,0.0109,548.28,401.84,1.069,wide,2468.74,Low
2025-11-04 23:05:16,ContainerDamage_1540.jpg,ContainerDamage_1540,640,640,43.9,DAMAGE - HOLE,3,41.63,362.69,359.93,464.5,439.66,101.81,79.73,8117.59,363.09,0.0198,413.59,399.8,1.277,wide,3379.36,Low
2025-11-04 23:05:16,ContainerDamage_1540.jpg,ContainerDamage_1540,640,640,43.9,DAMAGE - HOLE,3,40.79,499.52,361.11,597.86,455.44,98.33,94.33,9275.65,385.32,0.0226,548.69,408.28,1.042,wide,3783.08,Low
2025-11-04 23:05:16,ContainerDamage_1540.jpg,ContainerDamage_1540,640,640,43.9,DAMAGE - HOLE,3,36.06,510.05,360.37,591.94,440.13,81.89,79.76,6531.91,323.31,0.0159,550.99,400.25,1.027,wide,2355.18,Low
2025-11-04 23:05:16,ContainerDamage_1549.jpg,ContainerDamage_1549,640,640,47.72,DAMAGE - HOLE,3,83.39,249.47,426.16,330.2,498.94,80.73,72.78,5875.44,307.02,0.0143,289.84,462.55,1.109,wide,4899.67,Low
2025-11-04 23:05:16,ContainerDamage_1549.jpg,ContainerDamage_1549,640,640,47.72,DAMAGE - HOLE,3,66.32,345.0,344.39,422.75,428.93,77.75,84.54,6573.2,324.58,0.016,383.88,386.66,0.92,tall,4359.36,Low
2025-11-04 23:05:16,ContainerDamage_1549.jpg,ContainerDamage_1549,640,640,47.72,DAMAGE - HOLE,3,64.89,359.45,351.39,419.96,415.45,60.51,64.06,3876.17,249.14,0.0095,389.71,383.42,0.944,tall,2515.25,Low
2025-11-04 23:05:16,ContainerDamage_1561.jpg,ContainerDamage_1561,640,640,83.59,DAMAGE - HOLE,3,59.9,133.33,0.1,252.49,107.2,119.16,107.09,12760.9,452.5,0.0312,192.91,53.65,1.113,wide,7643.24,Low
2025-11-04 23:05:16,ContainerDamage_1561.jpg,ContainerDamage_1561,640,640,83.59,DAMAGE - HOLE,3,44.02,284.0,14.62,346.05,67.94,62.05,53.32,3308.12,230.73,0.0081,315.03,41.28,1.164,wide,1456.18,Low
2025-11-04 23:05:16,ContainerDamage_1561.jpg,ContainerDamage_1561,640,640,83.59,DAMAGE - HOLE,3,37.0,150.49,7.83,246.59,100.11,96.1,92.27,8867.4,376.75,0.0216,198.54,53.97,1.041,wide,3281.11,Low
2025-11-04 23:05:16,ContainerDamage_1561.jpg,ContainerDamage_1561,640,640,83.59,DAMAGE - HOLE,3,32.7,277.11,5.05,354.04,77.6,76.93,72.55,5580.92,298.95,0.0136,315.58,41.32,1.06,wide,1825.11,Low
2025-11-04 23:05:16,ContainerDamage_1561.jpg,ContainerDamage_1561,640,640,83.59,DAMAGE - HOLE,3,31.05,0.0,164.43,119.46,314.57,119.46,150.15,17936.52,539.21,0.0438,59.73,239.5,0.796,tall,5568.97,Low
2025-11-04 23:05:16,ContainerDamage_1603.jpg,ContainerDamage_1603,640,640,106.12,DAMAGE - DEFRAME,0,38.12,450.27,400.25,585.73,620.48,135.46,220.23,29832.94,711.38,0.0728,518.0,510.37,0.615,tall,11371.28,High
2025-11-04 23:05:16,ContainerDamage_1603.jpg,ContainerDamage_1603,640,640,106.12,DAMAGE - HOLE,3,27.78,464.44,477.44,557.8,615.14,93.36,137.69,12855.29,462.11,0.0314,511.12,546.29,0.678,tall,3570.81,Low
2025-11-04 23:05:16,ContainerDamage_1603.jpg,ContainerDamage_1603,640,640,106.12,DAMAGE - HOLE,3,25.85,474.46,407.39,581.75,604.71,107.29,197.32,21170.22,609.21,0.0517,528.1,506.05,0.544,tall,5472.31,High
2025-11-04 23:05:16,ContainerDamage_1604.jpg,ContainerDamage_1604,640,640,32.64,DAMAGE - DEFRAME,0,88.4,228.86,323.24,490.25,632.39,261.39,309.16,80810.28,1141.09,0.1973,359.56,477.82,0.845,tall,71438.99,High
2025-11-04 23:05:16,ContainerDamage_1604.jpg,ContainerDamage_1604,640,640,32.64,DAMAGE - DEFRAME,0,74.31,119.38,297.39,497.71,640.0,378.34,342.61,129622.77,1441.9,0.3165,308.55,468.69,1.104,wide,96319.01,High
2025-11-04 23:05:16,ContainerDamage_1604.jpg,ContainerDamage_1604,640,640,32.64,DAMAGE - DEFRAME,0,36.11,84.94,283.4,322.39,640.0,237.45,356.6,84676.22,1188.11,0.2067,203.66,461.7,0.666,tall,30577.05,High
2025-11-04 23:05:16,ContainerDamage_1604.jpg,ContainerDamage_1604,640,640,32.64,DAMAGE - DEFRAME,0,35.16,255.19,316.31,486.92,440.05,231.72,123.75,28674.86,710.94,0.07,371.06,378.18,1.873,wide,10081.82,High
2025-11-04 23:05:16,ContainerDamage_1615.jpg,ContainerDamage_1615,640,640,35.55,DENT,1,31.76,227.37,203.9,358.49,293.4,131.12,89.5,11735.89,441.25,0.0287,292.93,248.65,1.465,wide,3727.49,Low
2025-11-04 23:05:16,ContainerDamage_1620.jpg,ContainerDamage_1620,640,640,148.85,DENT,1,28.31,406.66,79.38,631.03,181.24,224.37,101.85,22852.15,652.44,0.0558,518.84,130.31,2.203,wide,6469.28,High
2025-11-04 23:05:16,ContainerDamage_1629.jpg,ContainerDamage_1629,640,640,155.75,DENT,1,48.63,250.51,157.28,519.3,522.05,268.79,364.77,98048.48,1267.13,0.2394,384.9,339.66,0.737,tall,47680.68,High
2025-11-04 23:05:16,ContainerDamage_1629.jpg,ContainerDamage_1629,640,640,155.75,DENT,1,31.31,321.83,168.54,506.18,462.23,184.36,293.7,54145.0,956.11,0.1322,414.0,315.39,0.628,tall,16952.12,High
2025-11-04 23:05:16,ContainerDamage_1644.jpg,ContainerDamage_1644,640,640,33.69,DENT,1,65.19,169.53,401.97,352.94,488.93,183.41,86.96,15949.03,540.73,0.0389,261.23,445.45,2.109,wide,10397.09,Low
2025-11-04 23:05:16,ContainerDamage_1644.jpg,ContainerDamage_1644,640,640,33.69,DENT,1,56.96,443.21,407.71,536.44,473.7,93.24,65.98,6152.1,318.44,0.015,489.82,440.71,1.413,wide,3504.47,Low
2025-11-04 23:05:16,ContainerDamage_1644.jpg,ContainerDamage_1644,640,640,33.69,DENT,1,51.32,347.87,238.88,442.88,335.48,95.01,96.6,9177.3,383.21,0.0224,395.37,287.18,0.984,tall,4709.74,Low
2025-11-04 23:05:16,ContainerDamage_1678.jpg,ContainerDamage_1678,640,640,152.11,DENT,1,25.09,119.7,0.0,235.35,130.33,115.65,130.33,15072.25,491.95,0.0368,177.53,65.17,0.887,tall,3780.91,Low
2025-11-04 23:05:16,ContainerDamage_1679.jpg,ContainerDamage_1679,640,640,39.19,DENT,1,40.93,438.36,25.01,541.32,137.59,102.96,112.57,11591.17,431.08,0.0283,489.84,81.3,0.915,tall,4743.94,Low
2025-11-04 23:05:16,ContainerDamage_1679.jpg,ContainerDamage_1679,640,640,39.19,DENT,1,30.07,457.09,36.28,536.48,125.92,79.39,89.64,7116.37,338.06,0.0174,496.79,81.1,0.886,tall,2139.6,Low
2025-11-04 23:05:16,ContainerDamage_1682.jpg,ContainerDamage_1682,640,640,137.67,DENT,1,55.0,500.59,75.05,638.14,277.67,137.55,202.63,27871.46,680.36,0.068,569.37,176.36,0.679,tall,15330.23,High
2025-11-04 23:05:16,ContainerDamage_1682.jpg,ContainerDamage_1682,640,640,137.67,DENT,1,33.9,87.96,471.14,208.48,595.78,120.52,124.64,15021.5,490.32,0.0367,148.22,533.46,0.967,tall,5092.24,Low
2025-11-04 23:05:16,ContainerDamage_1682.jpg,ContainerDamage_1682,640,640,137.67,DENT,1,25.15,98.84,481.99,200.49,580.25,101.65,98.27,9988.98,399.84,0.0244,149.67,531.12,1.034,wide,2512.56,Low
2025-11-04 23:05:16,ContainerDamage_1694.jpg,ContainerDamage_1694,640,640,42.02,DENT,1,66.02,470.44,108.42,594.7,310.61,124.26,202.19,25125.27,652.91,0.0613,532.57,209.52,0.615,tall,16588.61,High
2025-11-04 23:05:16,ContainerDamage_1697.jpg,ContainerDamage_1697,640,640,48.38,DENT,1,50.69,172.29,108.15,293.27,314.39,120.98,206.24,24950.61,654.44,0.0609,232.78,211.27,0.587,tall,12647.79,High
2025-11-04 23:05:16,ContainerDamage_1730.jpg,ContainerDamage_1730,640,640,164.72,DAMAGE - RUST,2,30.82,406.85,367.28,638.09,531.17,231.25,163.88,37897.47,790.26,0.0925,522.47,449.22,1.411,wide,11679.38,High
2025-11-04 23:05:16,ContainerDamage_1746.jpg,ContainerDamage_1746,640,640,52.56,DAMAGE - DEFRAME,0,76.02,101.23,316.99,326.16,575.15,224.93,258.15,58066.72,966.17,0.1418,213.7,446.07,0.871,tall,44143.58,High
