image,class,confidence_percent,bbox_width,bbox_height,bbox_area,normalized_area
DamageCon1.png,DENT,1.27,94.234375,133.7927093505859,12607.87,0.0064
DamageCon1.png,DENT,1.26,39.107574462890625,52.984466552734375,2072.09,0.001
DamageCon1.png,DENT,1.24,90.09783935546875,156.58419799804688,14107.9,0.0071
DamageCon1.png,DENT,1.2,57.265380859375,125.45372009277344,7184.16,0.0036
DamageCon1.png,DENT,1.19,95.22589111328125,149.72540283203122,14257.73,0.0072
DamageCon1.png,DENT,1.15,108.17001342773438,194.2238006591797,21009.19,0.0106
DamageCon1.png,DENT,1.14,94.81533813476562,198.62681579589844,18832.87,0.0095
DamageCon1.png,DENT,1.11,75.77536010742188,276.72681045532227,20969.07,0.0106
DamageCon1.png,DENT,1.11,43.5712890625,110.00018310546875,4792.85,0.0024
DamageCon1.png,DAMAGE - RUST,1.08,34.5224609375,279.41621398925787,9646.14,0.0049
DamageCon1.png,DENT,1.03,55.73291015624994,158.3765106201172,8826.78,0.0045
DamageCon2.png,DAMAGE - DEFRAME,6.18,185.15773010253906,503.4164295196533,93211.44,0.0472
DamageCon2.png,DENT,2.59,66.29608154296875,131.95578002929688,8748.15,0.0044
DamageCon2.png,DENT,2.55,209.15374755859375,341.2447242736817,71372.61,0.0361
DamageCon2.png,DENT,2.39,55.32269287109375,83.08041381835938,4596.23,0.0023
DamageCon2.png,DENT,2.34,130.17010498046875,226.0419921875,29423.91,0.0149
DamageCon2.png,DENT,2.27,89.067138671875,145.52099609375006,12961.14,0.0066
DamageCon2.png,DENT,2.21,82.28656005859375,120.63186645507812,9926.38,0.005
DamageCon2.png,DENT,1.87,116.7103271484375,158.82626342773438,18536.67,0.0094
DamageCon2.png,DENT,1.81,116.8560791015625,243.4555435180664,28449.26,0.0144
DamageCon2.png,DENT,1.77,162.72491455078125,269.8195571899414,43906.36,0.0222
DamageCon2.png,DENT,1.69,166.9647216796875,279.31778717041016,46636.22,0.0236
DamageCon2.png,DENT,1.68,143.0472412109375,185.5966796875,26549.09,0.0134
DamageCon2.png,DENT,1.58,68.783203125,100.85626220703125,6937.22,0.0035
DamageCon2.png,DENT,1.27,108.4129638671875,297.5005874633789,32252.92,0.0163
DamageCon2.png,DAMAGE - DEFRAME,1.11,153.65625,194.09772491455078,29824.33,0.0151
DamageCon2.png,DENT,1.08,113.05426025390625,113.74819946289062,12859.72,0.0065
DamageCon2.png,DAMAGE - DEFRAME,1.07,319.2636260986328,514.0999870300293,164133.43,0.0831
DamageCon3.png,DENT,15.44,127.60772705078125,68.0361328125,8681.94,0.0044
DamageCon3.png,DENT,7.37,140.07577514648438,107.77664184570312,15096.9,0.0076
DamageCon3.png,DENT,5.47,222.44015502929688,74.52267456054688,16576.84,0.0084
DamageCon3.png,DENT,3.17,241.54791259765625,116.15093994140625,28056.02,0.0142
DamageCon3.png,DENT,1.7,285.3581237792969,147.69483947753912,42145.92,0.0213
DamageCon3.png,DENT,1.31,117.60998535156256,83.50479125976562,9821.0,0.005
DamageCon3.png,DENT,1.26,40.4599609375,58.96172332763672,2385.59,0.0012
DamageCon3.png,DENT,1.21,219.22637939453125,64.91537475585938,14231.16,0.0072
DamageCon3.png,DENT,1.03,248.47348022460938,126.9385986328125,31540.88,0.016
DamageCon4.png,DAMAGE - RUST,11.0,141.12540817260742,242.02688598632812,34156.14,0.0173
DamageCon4.png,DAMAGE - RUST,7.7,72.20977783203125,204.70477294921875,14781.69,0.0075
DamageCon4.png,DAMAGE - RUST,7.53,95.58952331542967,227.72967529296875,21768.57,0.011
DamageCon4.png,DAMAGE - RUST,6.33,87.57048034667969,647.6163330078125,56712.07,0.0287
DamageCon4.png,DAMAGE - RUST,5.67,44.4414938390255,261.96002197265625,11641.89,0.0059
DamageCon4.png,DAMAGE - RUST,5.1,57.692887365818024,306.4555053710937,17680.3,0.009
DamageCon4.png,DAMAGE - RUST,4.78,140.92465972900388,206.52728271484375,29104.79,0.0147
DamageCon4.png,DAMAGE - RUST,4.57,142.65554809570312,676.557767868042,96514.72,0.0489
DamageCon4.png,DAMAGE - RUST,4.44,79.2402038574219,643.3271865844727,50977.38,0.0258
DamageCon4.png,DAMAGE - RUST,4.12,106.08013916015625,397.49273681640625,42166.08,0.0214
DamageCon4.png,DAMAGE - DEFRAME,4.02,108.41586303710938,616.0192985534668,66786.26,0.0338
DamageCon4.png,DAMAGE - RUST,3.99,200.715087890625,589.8185348510742,118385.48,0.06
DamageCon4.png,DAMAGE - RUST,3.94,66.9281921386719,567.3108291625977,37969.09,0.0192
DamageCon4.png,DAMAGE - RUST,3.72,43.45515823364258,157.54342651367188,6846.07,0.0035
DamageCon4.png,DAMAGE - RUST,3.72,187.78229999542236,225.25186157226562,42298.31,0.0214
DamageCon4.png,DAMAGE - RUST,3.71,228.86834716796875,360.0754089355469,82409.86,0.0417
DamageCon4.png,DAMAGE - RUST,3.53,69.46600341796875,332.369873046875,23088.41,0.0117
DamageCon4.png,DAMAGE - RUST,3.45,71.3076171875,324.2060241699219,23118.36,0.0117
DamageCon4.png,DAMAGE - RUST,3.44,94.06781005859375,607.4642639160156,57142.83,0.0289
DamageCon4.png,DAMAGE - RUST,3.35,92.04656982421875,218.24380493164062,20088.59,0.0102
DamageCon4.png,DAMAGE - RUST,3.11,65.74356079101562,507.3660430908203,33356.05,0.0169
DamageCon4.png,DAMAGE - RUST,2.82,103.0064697265625,519.5105285644531,53512.95,0.0271
DamageCon4.png,DAMAGE - RUST,2.79,79.4239501953125,399.8262939453125,31755.78,0.0161
DamageCon4.png,DAMAGE - RUST,2.77,115.97789001464844,643.279655456543,74606.22,0.0378
DamageCon4.png,DAMAGE - RUST,2.7,147.94009399414062,673.0848875045776,99576.24,0.0504
DamageCon4.png,DAMAGE - DEFRAME,2.61,211.86767578125,618.6295318603516,131067.6,0.0664
DamageCon4.png,DAMAGE - RUST,2.57,94.43673419952394,155.28570556640625,14664.67,0.0074
DamageCon4.png,DAMAGE - RUST,2.54,110.3682861328125,526.0215911865234,58056.1,0.0294
DamageCon4.png,DAMAGE - RUST,2.39,84.74847412109375,222.3258056640625,18841.77,0.0095
DamageCon4.png,DAMAGE - RUST,2.36,120.25689697265625,338.4681701660156,40703.13,0.0206
DamageCon4.png,DAMAGE - RUST,2.36,88.6456298828125,212.53341674804688,18840.16,0.0095
DamageCon4.png,DAMAGE - RUST,2.3,77.76641845703125,578.9199829101562,45020.53,0.0228
DamageCon4.png,DAMAGE - RUST,2.29,207.50708389282227,246.2608642578125,51100.87,0.0259
DamageCon4.png,DAMAGE - RUST,2.25,107.59902954101562,337.265869140625,36289.48,0.0184
DamageCon4.png,DAMAGE - DEFRAME,2.2,217.3653564453125,666.3417320251465,144839.61,0.0734
DamageCon4.png,DAMAGE - RUST,2.05,181.849609375,593.4482727050781,107918.34,0.0547
DamageCon4.png,DAMAGE - RUST,2.04,121.15412902832028,594.1568450927734,71984.56,0.0365
DamageCon4.png,DAMAGE - RUST,1.98,80.7547607421875,347.415283203125,28055.44,0.0142
DamageCon4.png,DAMAGE - RUST,1.94,90.70050048828125,685.9319458007812,62214.37,0.0315
DamageCon4.png,DAMAGE - RUST,1.89,50.447357177734375,67.8604736328125,3423.38,0.0017
DamageCon4.png,DAMAGE - RUST,1.89,160.59750366210938,399.250732421875,64118.67,0.0325
DamageCon4.png,DAMAGE - RUST,1.87,46.709228515625,112.83752441406256,5270.55,0.0027
DamageCon4.png,DAMAGE - DEFRAME,1.87,177.92941284179693,617.3843078613281,109850.83,0.0556
DamageCon4.png,DAMAGE - RUST,1.83,60.00201416015625,215.1995849609375,12912.41,0.0065
DamageCon4.png,DAMAGE - RUST,1.81,125.6942138671875,291.1987609863281,36602.0,0.0185
DamageCon4.png,DAMAGE - RUST,1.78,55.61920166015625,226.077392578125,12574.24,0.0064
DamageCon4.png,DAMAGE - RUST,1.76,284.773681640625,419.6692199707031,119510.75,0.0605
DamageCon4.png,DAMAGE - RUST,1.73,41.72541427612305,264.2950134277344,11027.82,0.0056
DamageCon4.png,DAMAGE - RUST,1.67,128.454833984375,358.1002502441406,45999.71,0.0233
DamageCon4.png,DAMAGE - RUST,1.67,79.319580078125,495.7731399536133,39324.52,0.0199
DamageCon4.png,DAMAGE - RUST,1.65,66.302978515625,438.9351806640625,29102.71,0.0147
DamageCon4.png,DAMAGE - RUST,1.61,244.89447021484375,485.98583984375,119015.24,0.0603
DamageCon4.png,DAMAGE - RUST,1.6,81.4186401367187,319.9011535644531,26045.92,0.0132
DamageCon4.png,DAMAGE - RUST,1.6,68.07324218749997,267.34368896484375,18198.95,0.0092
DamageCon4.png,DAMAGE - RUST,1.59,70.11973571777347,210.6494750976562,14770.69,0.0075
DamageCon4.png,DAMAGE - RUST,1.52,259.6475219726563,672.8798637390137,174711.59,0.0885
DamageCon4.png,DAMAGE - RUST,1.52,61.36090087890625,488.2791061401367,29961.25,0.0152
DamageCon4.png,DAMAGE - RUST,1.5,67.132568359375,210.327392578125,14119.82,0.0072
DamageCon4.png,DAMAGE - RUST,1.49,108.96646118164062,223.35848999023438,24338.58,0.0123
DamageCon4.png,DAMAGE - RUST,1.47,166.01800537109375,337.09228515625,55963.39,0.0283
DamageCon4.png,DAMAGE - RUST,1.47,75.01913452148438,267.8765563964844,20095.87,0.0102
DamageCon4.png,DAMAGE - RUST,1.46,119.03466796875,565.1259918212891,67269.58,0.0341
DamageCon4.png,DAMAGE - RUST,1.44,183.53674316406244,338.8482055664063,62191.1,0.0315
DamageCon4.png,DAMAGE - RUST,1.44,123.49536132812503,519.0050354003906,64094.71,0.0325
DamageCon4.png,DAMAGE - RUST,1.42,82.6336669921875,402.1385803222656,33230.19,0.0168
DamageCon4.png,DAMAGE - RUST,1.42,91.10675048828124,295.1317138671875,26888.49,0.0136
DamageCon4.png,DAMAGE - RUST,1.37,182.73046875,296.2384643554687,54131.79,0.0274
DamageCon4.png,DAMAGE - RUST,1.35,61.150390625,460.8961181640625,28183.98,0.0143
DamageCon4.png,DAMAGE - RUST,1.35,77.2916870117188,212.02682495117188,16387.91,0.0083
DamageCon4.png,DAMAGE - RUST,1.33,77.4718017578125,120.32211303710938,9321.57,0.0047
DamageCon4.png,DAMAGE - RUST,1.32,62.64202880859375,114.39630126953122,7166.02,0.0036
DamageCon4.png,DAMAGE - RUST,1.32,66.65362548828125,196.79055786132812,13116.8,0.0066
DamageCon4.png,DAMAGE - RUST,1.27,80.0474853515625,706.2568340301514,56534.08,0.0286
DamageCon4.png,DAMAGE - RUST,1.24,66.8031005859375,624.73486328125,41734.23,0.0211
DamageCon4.png,DAMAGE - RUST,1.22,154.81060791015625,392.0654602050781,60695.89,0.0307
DamageCon4.png,DAMAGE - RUST,1.2,39.96236801147461,83.20799255371094,3325.19,0.0017
DamageCon4.png,DAMAGE - DEFRAME,1.19,280.1344909667969,690.74609375,193501.81,0.098
DamageCon4.png,DAMAGE - RUST,1.16,168.2459564208985,522.0298767089844,87829.42,0.0445
DamageCon4.png,DAMAGE - RUST,1.12,98.7801513671875,237.96319580078125,23506.04,0.0119
DamageCon4.png,DAMAGE - RUST,1.11,79.969482421875,483.5962524414063,38672.94,0.0196
DamageCon4.png,DAMAGE - RUST,1.09,45.62803065776825,134.205810546875,6123.55,0.0031
DamageCon4.png,DAMAGE - RUST,1.09,56.65869140625,134.00978088378906,7592.82,0.0038
DamageCon4.png,DAMAGE - RUST,1.09,85.74569702148438,325.9949035644531,27952.66,0.0142
DamageCon4.png,DAMAGE - RUST,1.07,57.7457275390625,252.09057617187494,14557.15,0.0074
DamageCon4.png,DAMAGE - RUST,1.06,198.967529296875,238.34686279296875,47423.29,0.024
DamageCon4.png,DAMAGE - RUST,1.06,97.22238159179688,240.16030883789062,23348.96,0.0118
DamageCon4.png,DAMAGE - RUST,1.06,52.523193359375,152.1600952148437,7991.93,0.004
DamageCon4.png,DAMAGE - RUST,1.04,73.09414672851562,169.62771606445312,12398.79,0.0063
DamageCon4.png,DAMAGE - DEFRAME,1.03,101.83748614788054,303.6864318847656,30926.66,0.0157
DamageCon4.png,DAMAGE - RUST,1.03,52.92425537109375,171.15887451171875,9058.46,0.0046
DamageCon4.png,DAMAGE - RUST,1.02,129.8629150390625,190.63858032226562,24756.88,0.0125
DamageCon4.png,DAMAGE - DEFRAME,1.01,170.18378460407257,285.94171142578125,48662.64,0.0246
DamageCon4.png,DAMAGE - DEFRAME,1.01,363.7142028808594,617.3838348388672,224551.27,0.1137
DamageCon4.png,DAMAGE - RUST,1.0,81.94161987304688,403.1093444824219,33031.43,0.0167
DamageCon5.png,DAMAGE - DEFRAME,16.69,148.26898193359375,599.0779418945312,88824.68,0.045
DamageCon5.png,DAMAGE - DEFRAME,12.83,292.0445556640625,606.0,176979.0,0.0896
DamageCon5.png,DAMAGE - RUST,10.93,130.03656005859375,551.3077793121338,71690.17,0.0363
DamageCon5.png,DAMAGE - DEFRAME,10.13,209.71240234375,575.9966878890991,120793.65,0.0612
DamageCon5.png,DAMAGE - DEFRAME,7.44,388.6302185058594,586.015380859375,227743.29,0.1153
DamageCon5.png,DAMAGE - RUST,5.11,56.89349365234375,410.1273193359375,23333.58,0.0118
DamageCon5.png,DAMAGE - RUST,4.51,52.002197265625,294.06307983398443,15291.93,0.0077
DamageCon5.png,DAMAGE - DEFRAME,4.1,159.10076904296875,533.547061920166,84887.75,0.043
DamageCon5.png,DAMAGE - RUST,3.96,73.228271484375,474.0164098739624,34711.4,0.0176
DamageCon5.png,DAMAGE - RUST,3.96,97.24807739257812,135.86026000976562,13212.15,0.0067
DamageCon5.png,DAMAGE - RUST,3.4,94.22821044921875,518.7187423706055,48877.94,0.0248
DamageCon5.png,DAMAGE - RUST,3.14,53.24737548828125,292.3100280761719,15564.74,0.0079
DamageCon5.png,DAMAGE - RUST,2.99,69.9678955078125,494.98929595947266,34633.36,0.0175
DamageCon5.png,DAMAGE - RUST,2.75,156.19683837890625,519.9362907409668,81212.4,0.0411
DamageCon5.png,DAMAGE - RUST,2.58,63.44683837890625,534.1306838989258,33888.9,0.0172
DamageCon5.png,DAMAGE - RUST,2.4,54.44281005859375,306.1345901489258,16666.83,0.0084
DamageCon5.png,DAMAGE - RUST,2.36,77.49136352539068,75.12374877929688,5821.44,0.0029
DamageCon5.png,DAMAGE - DEFRAME,2.23,475.2908630371094,606.0,288026.26,0.1459
DamageCon5.png,DAMAGE - RUST,2.19,99.48223876953125,579.0133571624756,57601.55,0.0292
DamageCon5.png,DAMAGE - RUST,1.92,54.5203857421875,391.51979064941406,21345.81,0.0108
DamageCon5.png,DAMAGE - RUST,1.91,53.9456787109375,145.13900756835938,7829.62,0.004
DamageCon5.png,DAMAGE - RUST,1.79,91.4462890625,400.9176254272461,36662.43,0.0186
DamageCon5.png,DAMAGE - RUST,1.77,71.36065673828125,606.0,43244.56,0.0219
DamageCon5.png,DAMAGE - DEFRAME,1.63,477.44749450683594,606.0,289333.18,0.1465
DamageCon5.png,DAMAGE - RUST,1.58,54.4302978515625,93.29959106445318,5078.32,0.0026
DamageCon5.png,DAMAGE - RUST,1.36,167.2872314453124,147.37710571289062,24654.31,0.0125
DamageCon5.png,DAMAGE - RUST,1.35,78.5760498046875,428.0768737792969,33636.59,0.017
DamageCon5.png,DAMAGE - DEFRAME,1.3,331.5469970703125,593.5842895507812,196801.09,0.0997
DamageCon5.png,DAMAGE - RUST,1.3,60.497802734375,105.04400634765625,6354.93,0.0032
DamageCon5.png,DAMAGE - RUST,1.29,68.96063232421875,381.58015441894537,26314.01,0.0133
DamageCon5.png,DAMAGE - RUST,1.27,218.61770629882812,125.66030883789068,27471.57,0.0139
DamageCon5.png,DAMAGE - DEFRAME,1.26,308.99365234375,261.6446838378906,80846.55,0.0409
DamageCon5.png,DAMAGE - DEFRAME,1.22,113.7916259765625,132.40749359130854,15066.86,0.0076
DamageCon5.png,DAMAGE - RUST,1.21,79.15625,248.70104980468756,19686.24,0.01
DamageCon5.png,DAMAGE - RUST,1.17,66.8614501953125,57.665069580078125,3855.57,0.002
DamageCon5.png,DAMAGE - RUST,1.17,67.2266845703125,164.58462524414062,11064.48,0.0056
DamageCon5.png,DAMAGE - DEFRAME,1.16,398.6812744140625,551.2606744766235,219777.31,0.1113
DamageCon5.png,DAMAGE - DEFRAME,1.16,271.866943359375,250.21701049804688,68025.73,0.0345
DamageCon5.png,DAMAGE - RUST,1.15,101.59844970703136,115.66171264648438,11751.05,0.006
DamageCon5.png,DAMAGE - RUST,1.13,139.24560546875,466.21663665771484,64918.62,0.0329
DamageCon5.png,DAMAGE - RUST,1.12,175.66317749023438,86.19689941406256,15141.62,0.0077
DamageCon5.png,DAMAGE - DEFRAME,1.1,269.1257629394531,562.6091384887695,151412.61,0.0767
DamageCon5.png,DAMAGE - RUST,1.09,76.676513671875,303.72845458984375,23288.84,0.0118
DamageCon5.png,DAMAGE - RUST,1.09,65.96817016601562,61.273895263671875,4042.13,0.002
DamageCon5.png,DAMAGE - DEFRAME,1.09,52.30328369140625,166.71771240234375,8719.88,0.0044
DamageCon5.png,DAMAGE - RUST,1.08,76.80126953125,83.421875,6406.91,0.0032
DamageCon5.png,DAMAGE - RUST,1.08,61.8067626953125,220.2647857666016,13613.85,0.0069
DamageCon5.png,DAMAGE - RUST,1.06,44.704345703125,182.96054077148438,8179.13,0.0041
DamageCon5.png,DAMAGE - DEFRAME,1.06,97.3782958984375,169.51148986816406,16506.74,0.0084
DamageCon5.png,DAMAGE - DEFRAME,1.03,109.76104736328125,134.05963134765625,14714.53,0.0075
DamageCon5.png,DAMAGE - RUST,1.03,105.0604248046875,353.68914794921875,37158.73,0.0188
DamageCon6.png,DENT,1.5,310.441162109375,172.33452987670898,53499.73,0.0271
DamageCon6.png,DENT,1.48,114.07125091552734,54.23674011230469,6186.85,0.0031
DamageCon6.png,DENT,1.15,224.5283966064454,169.89288711547852,38145.78,0.0193
DamageCon6.png,DENT,1.05,73.52777862548828,58.68879699707031,4315.26,0.0022
DamageCon7.jpg,DENT,9.89,273.9110717773437,332.56066894531256,91092.05,0.0461
DamageCon7.jpg,DENT,5.14,339.0787658691406,586.123046875,198741.88,0.1007
DamageCon7.jpg,DENT,4.68,326.65339154005045,398.1391906738281,130053.52,0.0659
DamageCon7.jpg,DENT,3.97,251.43381762504578,242.4751586914062,60966.45,0.0309
DamageCon7.jpg,DENT,3.34,246.83928936719897,166.26974487304688,41041.91,0.0208
DamageCon7.jpg,DENT,2.39,173.22207133006305,267.4094543457031,46321.22,0.0235
DamageCon7.jpg,DAMAGE - DEFRAME,2.33,445.8131408691406,602.5798568725586,268638.02,0.1361
DamageCon7.jpg,DENT,1.81,126.46317546069622,226.75192260742188,28675.77,0.0145
DamageCon7.jpg,DENT,1.69,210.351806640625,533.9589080810547,112319.22,0.0569
DamageCon7.jpg,DENT,1.39,197.72490692138672,358.9854736328125,70980.37,0.0359
DamageCon7.jpg,DENT,1.3,237.75848388671875,113.02655029296875,26873.02,0.0136
DamageCon7.jpg,DAMAGE - DEFRAME,1.3,306.7431945800781,305.8462448120117,93816.25,0.0475
DamageCon7.jpg,DENT,1.14,246.37063598632812,257.47344970703125,63433.9,0.0321
DamageCon7.jpg,DENT,1.13,206.32017517089844,259.3817138671875,53515.68,0.0271
NewCon2.png,DENT,2.85,46.686767578125,76.79025268554688,3585.09,0.0018
NewCon2.png,DAMAGE - RUST,1.6,98.981689453125,325.18951416015625,32187.81,0.0163
NewCon2.png,DENT,1.5,71.54248046875,103.56405639648442,7409.23,0.0038
NewCon2.png,DENT,1.43,1110.0,523.336181640625,580903.16,0.2942
NewCon2.png,DENT,1.26,158.821533203125,102.39047241210938,16261.81,0.0082
NewCon2.png,DENT,1.22,95.453369140625,116.5650939941406,11126.53,0.0056
NewCon4.png,DENT,10.73,1679.0340576171875,751.7777099609375,1262260.38,0.6393
NewCon4.png,DENT,8.84,1236.7711181640625,649.417277097702,803180.53,0.4068
NewCon4.png,DENT,6.1,1876.4004516601562,876.6677653193474,1644979.79,0.8331
NewCon4.png,DENT,5.5,929.980224609375,588.03515625,546861.07,0.277
NewCon4.png,DENT,3.11,2498.15185546875,790.3897094726562,1974513.52,1.0
NewCon4.png,DENT,2.73,2172.1863403320312,611.7880859375,1328917.72,0.673
NewCon4.png,DENT,2.59,1141.804443359375,736.0988159179688,840480.9,0.4257
NewCon4.png,DENT,2.05,980.1912231445312,622.2733154296875,609946.84,0.3089
NewCon4.png,DENT,1.58,679.54345703125,461.5474753379822,313641.57,0.1588
NewCon4.png,DENT,1.41,1210.3035888671875,419.5491638183594,507781.86,0.2572
NewCon4.png,DENT,1.36,1542.3196411132812,481.0422668457031,741920.94,0.3757
NewCon4.png,DENT,1.3,990.261474609375,380.4729614257813,376767.72,0.1908
NewCon5.png,DENT,6.89,65.6800537109375,151.87327575683594,9975.04,0.0051
NewCon5.png,DENT,1.7,88.0423583984375,152.72819519042974,13446.55,0.0068
NewCon5.png,DENT,1.34,135.1455078125,168.1342620849609,22722.59,0.0115
NewCon5.png,DENT,1.22,63.48406982421875,70.22216796875,4457.99,0.0023
