image,class,confidence_percent,bbox_width,bbox_height,bbox_area,aspect_ratio,damage_shape,center_x,center_y,severity_score,severity_label
ContainerDamage_1360.jpg,DENT,26.85,418.5,321.89,134711.24,1.3,wide,231.48,198.32,36165.25,High
ContainerDamage_137.jpg,DAMAGE - DEFRAME,75.85,48.87,361.99,17689.47,0.135,tall,412.15,396.5,13418.18,Low
ContainerDamage_137.jpg,DAMAGE - DEFRAME,36.39,67.78,335.72,22753.95,0.202,tall,414.36,384.95,8281.25,High
ContainerDamage_1380.jpg,DENT,31.62,155.74,126.2,19653.75,1.234,wide,523.01,576.9,6214.59,Low
ContainerDamage_1380.jpg,DENT,27.79,145.45,230.86,33579.87,0.63,tall,415.39,420.21,9332.67,High
ContainerDamage_1380.jpg,DENT,25.03,115.12,99.92,11501.89,1.152,wide,252.56,580.67,2879.09,Low
ContainerDamage_1391.jpg,DENT,59.35,382.49,146.01,55847.11,2.62,wide,448.75,234.5,33145.29,High
ContainerDamage_1409.jpg,DENT,47.86,124.7,115.03,14344.36,1.084,wide,240.27,133.4,6865.5,Low
ContainerDamage_1409.jpg,DENT,36.67,145.66,149.2,21732.97,0.976,tall,241.01,127.73,7970.17,High
ContainerDamage_1444.jpg,DENT,50.97,221.85,122.02,27069.38,1.818,wide,529.08,338.23,13797.74,High
ContainerDamage_1445.jpg,DENT,33.68,190.86,236.05,45052.09,0.809,tall,363.93,498.63,15173.67,High
ContainerDamage_1459.jpg,DENT,30.41,291.96,151.52,44236.06,1.927,wide,275.44,94.68,13452.03,High
ContainerDamage_1459.jpg,DENT,28.19,138.93,116.87,16236.06,1.189,wide,455.19,500.53,4576.18,Low
ContainerDamage_1466.jpg,DENT,42.08,290.88,97.88,28470.9,2.972,wide,358.81,109.3,11981.15,High
ContainerDamage_1468.jpg,DENT,28.2,280.17,275.33,77141.14,1.018,wide,264.21,457.95,21752.76,High
ContainerDamage_151.jpg,DAMAGE - DEFRAME,35.31,265.67,321.15,85320.93,0.827,tall,393.43,422.12,30127.98,High
ContainerDamage_1519.jpg,DAMAGE - DEFRAME,41.31,185.59,481.91,89438.6,0.385,tall,546.68,242.37,36950.79,High
ContainerDamage_1519.jpg,DAMAGE - DEFRAME,30.98,252.07,535.64,135019.29,0.471,tall,513.96,269.11,41825.63,High
ContainerDamage_1523.jpg,DAMAGE - DEFRAME,96.51,479.45,401.83,192654.98,1.193,wide,239.72,433.49,185930.43,High
ContainerDamage_1523.jpg,DAMAGE - DEFRAME,39.83,332.36,353.73,117568.47,0.94,tall,166.18,423.75,46824.24,High
ContainerDamage_1523.jpg,DAMAGE - DEFRAME,36.35,237.6,374.21,88911.77,0.635,tall,119.49,445.77,32320.89,High
ContainerDamage_1537.jpg,DAMAGE - HOLE,87.92,99.0,117.3,11612.42,0.844,tall,240.19,391.79,10209.22,Low
ContainerDamage_1540.jpg,DAMAGE - HOLE,88.26,87.63,62.14,5444.72,1.41,wide,416.65,401.9,4805.6,Low
ContainerDamage_1540.jpg,DAMAGE - HOLE,55.48,68.98,64.51,4449.68,1.069,wide,548.28,401.84,2468.74,Low
ContainerDamage_1540.jpg,DAMAGE - HOLE,41.63,101.81,79.73,8117.59,1.277,wide,413.59,399.8,3379.36,Low
ContainerDamage_1540.jpg,DAMAGE - HOLE,40.79,98.33,94.33,9275.65,1.042,wide,548.69,408.28,3783.08,Low
ContainerDamage_1540.jpg,DAMAGE - HOLE,36.06,81.89,79.76,6531.91,1.027,wide,550.99,400.25,2355.18,Low
ContainerDamage_1549.jpg,DAMAGE - HOLE,83.39,80.73,72.78,5875.44,1.109,wide,289.84,462.55,4899.67,Low
ContainerDamage_1549.jpg,DAMAGE - HOLE,66.32,77.75,84.54,6573.2,0.92,tall,383.88,386.66,4359.36,Low
ContainerDamage_1549.jpg,DAMAGE - HOLE,64.89,60.51,64.06,3876.17,0.944,tall,389.71,383.42,2515.25,Low
ContainerDamage_1561.jpg,DAMAGE - HOLE,59.9,119.16,107.09,12760.9,1.113,wide,192.91,53.65,7643.24,Low
ContainerDamage_1561.jpg,DAMAGE - HOLE,44.02,62.05,53.32,3308.12,1.164,wide,315.03,41.28,1456.18,Low
ContainerDamage_1561.jpg,DAMAGE - HOLE,37.0,96.1,92.27,8867.4,1.041,wide,198.54,53.97,3281.11,Low
ContainerDamage_1561.jpg,DAMAGE - HOLE,32.7,76.93,72.55,5580.92,1.06,wide,315.58,41.32,1825.11,Low
ContainerDamage_1561.jpg,DAMAGE - HOLE,31.05,119.46,150.15,17936.52,0.796,tall,59.73,239.5,5568.97,Low
ContainerDamage_1603.jpg,DAMAGE - DEFRAME,38.12,135.46,220.23,29832.94,0.615,tall,518.0,510.37,11371.28,High
ContainerDamage_1603.jpg,DAMAGE - HOLE,27.78,93.36,137.69,12855.29,0.678,tall,511.12,546.29,3570.81,Low
ContainerDamage_1603.jpg,DAMAGE - HOLE,25.85,107.29,197.32,21170.22,0.544,tall,528.1,506.05,5472.31,High
ContainerDamage_1604.jpg,DAMAGE - DEFRAME,88.4,261.39,309.16,80810.28,0.845,tall,359.56,477.82,71438.99,High
ContainerDamage_1604.jpg,DAMAGE - DEFRAME,74.31,378.34,342.61,129622.77,1.104,wide,308.55,468.69,96319.01,High
ContainerDamage_1604.jpg,DAMAGE - DEFRAME,36.11,237.45,356.6,84676.22,0.666,tall,203.66,461.7,30577.05,High
ContainerDamage_1604.jpg,DAMAGE - DEFRAME,35.16,231.72,123.75,28674.86,1.873,wide,371.06,378.18,10081.82,High
ContainerDamage_1615.jpg,DENT,31.76,131.12,89.5,11735.89,1.465,wide,292.93,248.65,3727.49,Low
ContainerDamage_1620.jpg,DENT,28.31,224.37,101.85,22852.15,2.203,wide,518.84,130.31,6469.28,High
ContainerDamage_1629.jpg,DENT,48.63,268.79,364.77,98048.48,0.737,tall,384.9,339.66,47680.68,High
ContainerDamage_1629.jpg,DENT,31.31,184.36,293.7,54145.0,0.628,tall,414.0,315.39,16952.12,High
ContainerDamage_1644.jpg,DENT,65.19,183.41,86.96,15949.03,2.109,wide,261.23,445.45,10397.09,Low
ContainerDamage_1644.jpg,DENT,56.96,93.24,65.98,6152.1,1.413,wide,489.82,440.71,3504.47,Low
ContainerDamage_1644.jpg,DENT,51.32,95.01,96.6,9177.3,0.984,tall,395.37,287.18,4709.74,Low
ContainerDamage_1678.jpg,DENT,25.09,115.65,130.33,15072.25,0.887,tall,177.53,65.17,3780.91,Low
ContainerDamage_1679.jpg,DENT,40.93,102.96,112.57,11591.17,0.915,tall,489.84,81.3,4743.94,Low
ContainerDamage_1679.jpg,DENT,30.07,79.39,89.64,7116.37,0.886,tall,496.79,81.1,2139.6,Low
ContainerDamage_1682.jpg,DENT,55.0,137.55,202.63,27871.46,0.679,tall,569.37,176.36,15330.23,High
ContainerDamage_1682.jpg,DENT,33.9,120.52,124.64,15021.5,0.967,tall,148.22,533.46,5092.24,Low
ContainerDamage_1682.jpg,DENT,25.15,101.65,98.27,9988.98,1.034,wide,149.67,531.12,2512.56,Low
ContainerDamage_1694.jpg,DENT,66.02,124.26,202.19,25125.27,0.615,tall,532.57,209.52,16588.61,High
ContainerDamage_1697.jpg,DENT,50.69,120.98,206.24,24950.61,0.587,tall,232.78,211.27,12647.79,High
ContainerDamage_1730.jpg,DAMAGE - RUST,30.82,231.25,163.88,37897.47,1.411,wide,522.47,449.22,11679.38,High
ContainerDamage_1746.jpg,DAMAGE - DEFRAME,76.02,224.93,258.15,58066.72,0.871,tall,213.7,446.07,44143.58,High
ContainerDamage_1750.jpg,DENT,63.37,495.2,619.68,306868.66,0.799,tall,254.99,310.99,194467.8,High
ContainerDamage_1757.jpg,DENT,72.06,476.65,580.42,276658.07,0.821,tall,255.07,291.56,199373.26,High
ContainerDamage_1757.jpg,DENT,25.5,367.46,517.11,190019.73,0.711,tall,281.68,304.13,48455.27,High
ContainerDamage_1761.jpg,DENT,68.09,538.13,639.49,344133.08,0.841,tall,370.93,320.02,234320.74,High
ContainerDamage_1779.jpg,DENT,54.77,287.54,289.1,83126.57,0.995,tall,494.4,456.23,45527.59,High
ContainerDamage_1782.jpg,DENT,32.82,186.77,177.04,33065.35,1.055,wide,347.24,235.07,10852.53,High
ContainerDamage_1790.jpg,DENT,41.91,137.15,360.23,49405.54,0.381,tall,406.43,264.36,20707.55,High
ContainerDamage_1790.jpg,DENT,32.38,131.17,260.4,34157.44,0.504,tall,409.74,303.08,11061.03,High
ContainerDamage_1802.jpg,DENT,30.61,203.29,336.94,68496.38,0.603,tall,388.03,373.54,20968.71,High
ContainerDamage_1816.jpg,DENT,25.37,134.97,134.63,18170.44,1.003,wide,337.57,499.31,4609.33,Low
ContainerDamage_1821.jpg,DENT,31.97,71.75,129.65,9302.18,0.553,tall,124.12,358.78,2973.79,Low
ContainerDamage_1823.jpg,DENT,27.71,132.6,172.71,22901.04,0.768,tall,375.68,155.92,6345.77,High
ContainerDamage_1838.jpg,DAMAGE - RUST,41.08,39.18,410.46,16081.36,0.095,tall,456.25,378.8,6606.25,Low
ContainerDamage_1838.jpg,DAMAGE - RUST,38.66,43.07,307.94,13262.28,0.14,tall,456.65,330.67,5126.81,Low
ContainerDamage_1875.jpg,DENT,27.57,56.26,37.72,2122.02,1.492,wide,100.03,328.08,585.01,Low
ContainerDamage_1875.jpg,DAMAGE - RUST,25.95,61.18,144.55,8843.31,0.423,tall,506.66,149.86,2294.63,Low
ContainerDamage_1895.jpg,DAMAGE - DEFRAME,43.79,397.81,303.06,120560.49,1.313,wide,435.43,474.18,52794.98,High
ContainerDamage_1899.jpg,DENT,26.69,170.76,136.7,23342.97,1.249,wide,225.57,440.47,6230.7,High
ContainerDamage_201.jpg,DENT,28.76,473.79,253.06,119895.57,1.872,wide,238.77,158.98,34479.4,High
ContainerDamage_201.jpg,DENT,27.04,424.33,310.34,131688.21,1.367,wide,364.93,163.25,35605.33,High
ContainerDamage_2109.jpg,DENT,34.34,76.04,125.59,9549.47,0.605,tall,381.39,466.4,3279.61,Low
ContainerDamage_2147.jpg,DENT,35.94,122.36,120.35,14725.32,1.017,wide,355.32,205.84,5292.06,Low
ContainerDamage_2261.jpg,DAMAGE - RUST,87.25,246.68,126.93,31310.48,1.943,wide,128.58,287.23,27317.1,High
ContainerDamage_2261.jpg,DAMAGE - RUST,50.43,110.36,49.23,5433.43,2.242,wide,195.24,165.07,2740.17,Low
ContainerDamage_2261.jpg,DAMAGE - RUST,45.62,99.41,40.12,3988.62,2.478,wide,203.52,161.0,1819.8,Low
ContainerDamage_2261.jpg,DAMAGE - RUST,39.09,87.58,34.87,3053.94,2.512,wide,214.56,155.42,1193.92,Low
ContainerDamage_2261.jpg,DAMAGE - RUST,30.39,120.4,140.33,16895.86,0.858,tall,317.57,429.29,5134.06,Low
ContainerDamage_2261.jpg,DAMAGE - RUST,26.15,27.57,29.89,824.09,0.922,tall,82.25,470.78,215.51,Low
ContainerDamage_2261.jpg,DAMAGE - RUST,26.07,74.52,28.22,2102.86,2.641,wide,220.37,155.74,548.3,Low
ContainerDamage_2261.jpg,DAMAGE - RUST,25.25,24.81,29.6,734.33,0.838,tall,399.06,139.66,185.42,Low
ContainerDamage_2261.jpg,DAMAGE - RUST,25.02,197.23,109.76,21646.95,1.797,wide,105.5,295.12,5416.34,High
ContainerDamage_2274.jpg,DENT,30.29,265.23,370.3,98217.37,0.716,tall,507.21,206.13,29750.66,High
ContainerDamage_2290.jpg,DENT,62.8,357.26,312.36,111595.38,1.144,wide,461.37,468.92,70083.17,High
ContainerDamage_2297.jpg,DENT,30.55,119.55,139.86,16720.94,0.855,tall,387.41,282.63,5107.68,Low
ContainerDamage_2309.jpg,DENT,49.29,465.08,158.93,73914.93,2.926,wide,308.93,389.88,36431.1,High
ContainerDamage_2309.jpg,DENT,40.1,69.67,110.9,7726.68,0.628,tall,605.16,211.39,3098.67,Low
ContainerDamage_2309.jpg,DENT,39.25,223.19,99.38,22181.64,2.246,wide,191.97,388.38,8707.33,High
ContainerDamage_2309.jpg,DENT,37.09,319.3,89.12,28455.73,3.583,wide,247.85,379.17,10555.04,High
ContainerDamage_2309.jpg,DENT,34.26,133.57,214.35,28630.31,0.623,tall,482.76,421.05,9809.69,High
ContainerDamage_2322.jpg,DAMAGE - DEFRAME,30.44,219.02,556.05,121786.57,0.394,tall,450.29,302.09,37077.11,High
ContainerDamage_2331.jpg,DENT,26.13,93.0,69.98,6508.57,1.329,wide,50.52,337.92,1700.54,Low
ContainerDamage_2349.jpg,DENT,49.36,126.48,205.39,25977.09,0.616,tall,222.98,225.8,12823.05,High
ContainerDamage_2349.jpg,DENT,46.19,123.71,153.79,19025.33,0.804,tall,423.45,384.13,8787.4,Low
ContainerDamage_2351.jpg,DENT,58.13,141.84,203.11,28809.27,0.698,tall,441.0,231.98,16746.4,High
ContainerDamage_2380.jpg,DENT,51.84,172.02,161.64,27804.9,1.064,wide,89.08,348.25,14412.94,High
ContainerDamage_2387.jpg,DENT,26.52,191.1,614.93,117512.77,0.311,tall,333.43,324.19,31166.28,High
ContainerDamage_2395.jpg,DENT,45.5,503.48,275.82,138868.84,1.825,wide,355.68,270.17,63183.21,High
ContainerDamage_2395.jpg,DENT,25.29,519.29,385.42,200146.91,1.347,wide,358.01,264.77,50610.04,High
ContainerDamage_2395.jpg,DENT,25.18,319.8,122.94,39317.19,2.601,wide,452.13,234.89,9901.4,High
ContainerDamage_2396.jpg,DENT,64.22,224.43,336.13,75437.15,0.668,tall,143.09,365.36,48442.55,High
ContainerDamage_2396.jpg,DENT,32.5,148.18,305.13,45214.95,0.486,tall,135.04,368.91,14694.73,High
ContainerDamage_2396.jpg,DENT,26.51,284.35,416.87,118535.99,0.682,tall,146.46,340.29,31421.08,High
ContainerDamage_2439.jpg,DAMAGE - DEFRAME,31.87,273.16,151.78,41461.45,1.8,wide,165.72,141.0,13213.6,High
ContainerDamage_2439.jpg,DAMAGE - RUST,27.27,274.66,111.5,30625.51,2.463,wide,390.94,524.77,8350.38,High
ContainerDamage_2459.jpg,DAMAGE - HOLE,34.88,119.09,92.66,11034.73,1.285,wide,214.68,559.32,3848.76,Low
ContainerDamage_2459.jpg,DAMAGE - DEFRAME,31.97,360.95,301.07,108671.69,1.199,wide,459.53,359.29,34742.79,High
ContainerDamage_2459.jpg,DAMAGE - HOLE,30.87,90.79,68.97,6261.86,1.316,wide,207.66,560.16,1933.08,Low
ContainerDamage_2461.jpg,DAMAGE - HOLE,56.99,99.67,83.9,8362.93,1.188,wide,529.82,162.07,4766.05,Low
ContainerDamage_2461.jpg,DAMAGE - HOLE,52.04,59.12,62.09,3671.15,0.952,tall,437.76,205.44,1910.51,Low
ContainerDamage_2461.jpg,DAMAGE - HOLE,35.31,74.35,78.93,5868.58,0.942,tall,439.59,203.65,2071.97,Low
ContainerDamage_2461.jpg,DAMAGE - DEFRAME,31.49,162.81,260.7,42443.31,0.625,tall,81.52,274.89,13367.28,High
ContainerDamage_2461.jpg,DAMAGE - HOLE,26.78,122.12,109.4,13360.18,1.116,wide,535.98,163.3,3577.67,Low
ContainerDamage_2475.jpg,DENT,26.81,96.13,233.95,22489.99,0.411,tall,283.3,355.52,6029.38,High
ContainerDamage_2486.jpg,DENT,30.56,314.22,259.08,81407.32,1.213,wide,287.23,341.69,24876.57,High
ContainerDamage_2491.jpg,DENT,26.97,285.02,313.16,89255.61,0.91,tall,278.18,251.15,24068.05,High
ContainerDamage_2496.jpg,DENT,28.4,564.2,620.47,350071.06,0.909,tall,342.7,320.23,99420.14,High
ContainerDamage_2497.jpg,DENT,33.69,411.54,569.96,234558.63,0.722,tall,431.52,284.98,79019.3,High
ContainerDamage_25.jpg,DENT,52.34,171.53,193.75,33233.9,0.885,tall,439.68,202.21,17393.62,High
ContainerDamage_25.jpg,DENT,31.97,303.35,179.0,54300.32,1.695,wide,384.98,197.53,17358.81,High
ContainerDamage_2503.jpg,DENT,33.4,524.55,529.42,277708.48,0.991,tall,263.27,300.58,92741.72,High
ContainerDamage_2517.jpg,DENT,38.01,194.59,197.29,38391.04,0.986,tall,541.91,427.08,14592.37,High
ContainerDamage_2517.jpg,DENT,28.25,403.2,289.19,116601.25,1.394,wide,433.79,418.48,32939.34,High
ContainerDamage_2550.jpg,DENT,31.62,249.88,291.98,72960.65,0.856,tall,344.58,229.45,23068.89,High
ContainerDamage_2558.jpg,DENT,40.84,246.41,81.81,20159.28,3.012,wide,265.06,277.2,8232.89,High
ContainerDamage_2560.jpg,DENT,33.87,138.17,200.49,27702.44,0.689,tall,299.13,262.59,9383.83,High
ContainerDamage_2576.jpg,DENT,28.9,105.59,122.01,12882.38,0.865,tall,218.83,357.52,3723.12,Low
ContainerDamage_2576.jpg,DENT,26.4,162.34,135.17,21942.54,1.201,wide,375.0,238.67,5793.08,High
ContainerDamage_2587.jpg,DENT,44.04,86.09,60.91,5244.13,1.413,wide,103.91,544.95,2309.45,Low
ContainerDamage_2587.jpg,DENT,34.83,74.46,47.71,3552.69,1.561,wide,103.95,546.92,1237.25,Low
ContainerDamage_2605.jpg,DENT,38.27,329.68,337.67,111321.02,0.976,tall,165.49,389.01,42604.53,High
ContainerDamage_2608.jpg,DENT,44.17,166.95,178.08,29730.55,0.938,tall,208.41,473.16,13131.68,High
ContainerDamage_2611.jpg,DENT,47.35,120.16,102.14,12272.96,1.176,wide,286.77,501.22,5811.44,Low
ContainerDamage_2611.jpg,DENT,25.75,143.47,128.22,18395.93,1.119,wide,291.01,497.86,4737.85,Low
ContainerDamage_2629.jpg,DENT,49.53,182.72,130.04,23760.47,1.405,wide,99.81,102.4,11769.35,High
ContainerDamage_2635.jpg,DENT,33.64,241.29,268.14,64698.6,0.9,tall,263.93,308.6,21764.45,High
ContainerDamage_2646.jpg,DENT,29.26,194.31,308.2,59887.39,0.63,tall,317.66,300.44,17522.49,High
ContainerDamage_2653.jpg,DENT,33.92,218.16,158.79,34641.82,1.374,wide,109.53,255.36,11750.2,High
ContainerDamage_2653.jpg,DENT,31.9,622.85,439.62,273816.0,1.417,wide,312.01,276.77,87355.07,High
ContainerDamage_2653.jpg,DENT,28.14,424.73,249.84,106116.0,1.7,wide,392.97,346.53,29862.2,High
ContainerDamage_268.jpg,DENT,25.75,55.33,56.88,3147.43,0.973,tall,427.98,361.23,810.49,Low
ContainerDamage_2680.jpg,DENT,60.13,89.21,105.65,9424.12,0.844,tall,77.85,510.01,5666.89,Low
ContainerDamage_2680.jpg,DENT,31.65,181.77,179.91,32703.51,1.01,wide,357.34,312.63,10351.56,High
ContainerDamage_2680.jpg,DENT,25.83,66.61,72.34,4818.77,0.921,tall,298.62,478.74,1244.82,Low
ContainerDamage_2686.jpg,DENT,28.25,306.25,56.93,17436.29,5.379,wide,340.61,509.64,4926.24,Low
ContainerDamage_2702.jpg,DENT,53.92,283.76,388.16,110141.72,0.731,tall,214.3,314.87,59393.44,High
ContainerDamage_2712.jpg,DENT,45.48,221.72,215.85,47858.64,1.027,wide,355.94,357.63,21767.35,High
ContainerDamage_2712.jpg,DENT,30.75,219.15,206.39,45230.68,1.062,wide,383.33,374.34,13907.65,High
ContainerDamage_2715.jpg,DENT,33.6,165.74,175.78,29133.14,0.943,tall,336.1,317.14,9789.31,High
ContainerDamage_2715.jpg,DENT,29.06,210.83,201.05,42387.52,1.049,wide,357.46,308.24,12315.79,High
ContainerDamage_2729.jpg,DENT,32.89,107.03,104.31,11164.27,1.026,wide,306.86,308.2,3672.12,Low
ContainerDamage_2729.jpg,DENT,25.25,99.81,77.44,7729.21,1.289,wide,306.84,310.5,1951.29,Low
ContainerDamage_2759.jpg,DENT,54.88,137.61,321.57,44250.5,0.428,tall,114.94,405.69,24283.66,High
ContainerDamage_2759.jpg,DENT,37.62,191.43,546.63,104642.41,0.35,tall,118.8,316.86,39367.24,High
ContainerDamage_2759.jpg,DENT,28.44,149.8,358.5,53702.5,0.418,tall,125.47,311.78,15274.85,High
ContainerDamage_277.jpg,DENT,51.38,284.38,127.76,36333.22,2.226,wide,459.12,559.83,18666.2,High
ContainerDamage_2777.jpg,DENT,50.22,93.04,137.78,12819.03,0.675,tall,433.3,566.52,6438.06,Low
ContainerDamage_2777.jpg,DENT,46.69,93.13,199.52,18581.68,0.467,tall,308.17,330.32,8676.44,Low
ContainerDamage_2818.jpg,DENT,54.54,198.63,524.74,104227.97,0.379,tall,377.36,307.54,56842.5,High
ContainerDamage_2821.jpg,DENT,33.65,115.2,379.43,43710.38,0.304,tall,79.07,304.99,14708.52,High
ContainerDamage_2821.jpg,DENT,31.77,120.08,268.03,32185.03,0.448,tall,81.55,354.97,10224.6,High
ContainerDamage_2821.jpg,DENT,26.6,165.7,467.41,77450.57,0.355,tall,83.05,260.26,20605.41,High
ContainerDamage_2826.jpg,DENT,51.36,118.18,114.66,13549.68,1.031,wide,159.84,540.16,6959.16,Low
ContainerDamage_2826.jpg,DENT,28.42,174.4,127.82,22291.68,1.364,wide,166.35,539.53,6336.23,High
ContainerDamage_2853.jpg,DENT,36.47,305.02,271.91,82936.82,1.122,wide,467.47,465.3,30245.37,High
